Product,Quantity,Sale Date,Customer,City,State,Unit Price,Total Value
deep,7,2023-09-25,Grant Brock,Lake Bradleyburgh,TX,46.41,324.87
finally,1,2023-11-22,Mrs. Theresa Harris DDS,East Mistyfort,MA,62.47,62.47
wind,10,2023-03-03,Samuel Foster,Ramirezview,MA,83.44,834.4
apply,6,2023-08-19,Diane Vasquez,East Bryan,MN,75.39,452.34
big,4,2023-01-17,Thomas Thomas,Meyermouth,CO,71.77,287.08
group,8,2023-07-13,Jane White,Adamsport,WI,91.59,732.72
for,6,2023-12-22,Ashley Vincent,New Amberburgh,CA,55.66,333.96
people,3,2023-01-01,Robert Herring,South Kevinshire,WA,85.66,256.98
experience,9,2023-07-10,Alexandria Nelson,Thomasburgh,MN,26.3,236.7
more,2,2023-04-23,Jeremy Harris,Thomasland,MO,52.37,104.74
local,5,2023-11-22,Tyler Becker,Hansonshire,VT,75.27,376.35
provide,9,2023-04-05,Kristen Lee,Julieshire,PR,78.66,707.94
fact,3,2023-11-15,Jessica Schneider,West Angel,MP,95.22,285.66
radio,6,2023-02-25,Jennifer Perkins,Kristaburgh,AL,68.9,413.4
card,4,2023-07-08,Jason Rivera,North Matthewside,GU,41.98,167.92
water,5,2023-03-18,Christina Chen,Bakertown,PA,47.84,239.2
protect,6,2023-10-20,Timothy Velazquez,Hallhaven,DE,43.45,260.7
cup,10,2023-07-01,Thomas Gardner,Millerhaven,MD,36.46,364.6
reflect,2,2023-12-20,Julie Johnson,Morenoburgh,KS,52.35,104.7
already,10,2023-09-29,Veronica Brown,Eatonport,WY,62.23,622.3
course,10,2023-01-14,Kimberly Morales,Earlberg,PR,16.41,164.1
push,4,2023-07-20,Karen Mendoza,West Larry,MD,55.04,220.16
population,7,2023-05-11,James Gonzalez,West Patrick,ND,57.69,403.83
south,7,2023-08-17,Michael Barrett,North Valerie,VI,14.87,104.09
indicate,3,2023-04-26,Jessica Reynolds,Noahhaven,PW,22.36,67.08
question,4,2023-07-22,Katherine Estrada,North Jon,UT,40.84,163.36
low,10,2023-02-12,Mallory Scott,Velasquezfort,WA,90.36,903.6
even,8,2023-10-10,Lisa Woods,Danamouth,PA,22.89,183.12
human,3,2023-06-07,Dr. Daniel Wu,West Aaron,PW,80.1,240.3
usually,8,2023-07-11,George Cantrell,Aliciashire,AS,39.94,319.52
appear,3,2023-10-05,Roy Hill,Turnershire,VI,38.21,114.63
than,1,2023-06-10,Geoffrey Reilly,North Bethany,RI,10.42,10.42
discussion,5,2023-06-04,Lisa Thompson,South Douglasfort,WY,28.84,144.2
leader,3,2023-04-22,Lindsay Gill MD,Lake Jeffreyburgh,CA,61.87,185.61
hope,3,2023-03-30,Becky Ramirez,Lake Ericmouth,CA,54.06,162.18
about,2,2023-09-21,Jesus Henderson,East Thomasfort,GU,21.65,43.3
out,7,2023-10-01,Philip Garcia,East Thomas,AS,67.01,469.07
activity,7,2023-09-03,Nathaniel Young,East Danielfort,NH,48.61,340.27
until,8,2023-08-03,Bryan Graves,Allenfurt,OR,44.5,356.0
film,1,2023-10-20,Jeremiah Duncan,Longport,WY,58.04,58.04
its,6,2023-03-04,Lori Hughes,Lake Todd,MO,95.51,573.06
interview,6,2023-01-12,Mackenzie Shepherd,North Dawn,SD,78.12,468.72
painting,9,2023-08-08,Mr. Russell Wilson,West Luisside,MH,27.15,244.35
wall,1,2023-12-22,Margaret Williams,Port Valerie,SD,66.4,66.4
upon,4,2023-01-07,Rebecca Hill,New Erikchester,SC,30.36,121.44
us,6,2023-10-13,Darren Berry,Hawkinshaven,IA,38.09,228.54
attack,2,2023-09-17,Melanie Nash,New Joseph,HI,44.52,89.04
compare,10,2023-11-05,Latasha Williams,Robertfort,AL,37.55,375.5
write,2,2023-01-20,Ricardo Cooper,Wolfefurt,CO,84.15,168.3
sound,5,2023-01-11,Lauren Proctor,Port Kaitlyn,AK,95.36,476.8
partner,8,2023-01-15,Ronnie Jones,Glennmouth,WI,75.5,604.0
anyone,10,2023-08-06,Michael Cherry,South Stephanie,CO,57.17,571.7
power,7,2023-11-10,Marilyn Fisher,Thompsonburgh,DC,89.92,629.44
force,3,2023-07-29,George Massey,Port Diamond,VA,40.85,122.55
top,8,2023-01-12,Diane Walker,West Timothyfurt,MD,42.33,338.64
follow,4,2023-07-28,Kim Bailey,Hernandezchester,MO,24.84,99.36
small,7,2023-01-27,Katie Smith,Cookstad,NM,11.72,82.04
well,4,2023-10-10,Christina Martin,Erikafort,IA,75.45,301.8
song,3,2023-01-03,Anthony Campbell,Jessehaven,ID,29.01,87.03
wide,1,2022-12-25,Steven Dixon,North Jesse,VI,63.07,63.07
difference,3,2023-10-30,Brad Patterson,Christon,IL,21.08,63.24
news,1,2023-11-27,Robert Thomas,New Mark,GA,43.77,43.77
opportunity,5,2023-09-28,Cassandra Rivera,Dustinstad,NC,79.41,397.05
bank,10,2023-09-24,Jack Lopez,Janiceport,TX,14.37,143.7
stock,1,2023-11-10,Charles Cox,Smithbury,NM,69.58,69.58
board,1,2023-10-31,Thomas Patel,West Maryburgh,ID,14.34,14.34
like,2,2023-02-22,Megan Lucas DDS,East Tanya,GU,47.51,95.02
set,7,2023-01-23,Lisa Guerrero,Sullivanchester,MP,21.12,147.84
who,5,2023-04-25,Angela Wilson,Castrofort,ID,52.7,263.5
prevent,3,2023-01-05,Gail Bates,New George,AL,28.49,85.47
oil,1,2023-11-06,Lisa Davis PhD,Michelleview,CA,37.1,37.1
sit,2,2023-10-11,Ronnie Mayo,Port Teresaton,VI,69.62,139.24
concern,5,2023-12-15,Aaron Bell,Lake Keithport,SC,66.05,330.25
create,3,2023-05-13,William Burnett,New Valerieland,SC,47.69,143.07
behind,2,2023-11-30,Jamie Mendoza,New Melissa,KS,56.04,112.08
improve,10,2023-02-07,Lori Adams,Cervanteston,MT,20.6,206.0
attack,2,2023-09-11,Beth Brown,Patriciaview,PR,80.63,161.26
its,8,2023-08-02,Leah Valenzuela,Odomfurt,NH,27.88,223.04
wonder,4,2023-04-21,Stephen Johnson,South Robertmouth,AR,80.02,320.08
fill,9,2023-01-24,Craig Lee,Markville,WY,97.58,878.22
require,6,2023-07-26,Kevin Miranda,South Justinstad,WI,73.31,439.86
Republican,5,2023-09-11,Kimberly Vazquez,Martinezberg,NM,24.43,122.15
campaign,9,2023-08-27,Michelle Tucker,West Tony,AR,54.67,492.03
benefit,4,2023-12-24,Carol Vargas,Robertberg,FL,71.94,287.76
boy,8,2023-07-03,Heather Jenkins,Lake Daniel,PW,39.75,318.0
box,1,2023-10-28,Marc Hodges,Lopezmouth,MS,11.15,11.15
wall,2,2023-11-08,Paige Neal,South Justintown,UT,91.62,183.24
until,10,2023-01-02,Amy Gordon,Hernandezside,OR,70.21,702.1
modern,3,2023-02-25,April Stout,New Danielle,ND,95.45,286.35
research,9,2023-11-19,Michelle Gonzales,Lake Andrealand,LA,16.75,150.75
call,2,2023-03-17,Chelsea Carroll,Port Vincent,NJ,91.43,182.86
green,4,2023-05-02,Emily Schneider,Holmestown,LA,51.11,204.44
decision,5,2023-01-26,Veronica Butler,Martinezburgh,GU,33.77,168.85
better,1,2023-02-20,Tiffany Brown,North Ashley,MD,18.98,18.98
claim,3,2023-01-28,Adam Walker,South Deanna,NJ,88.67,266.01
push,5,2023-12-02,Sue Cooper,Port Kristinmouth,NY,42.42,212.1
happen,6,2023-01-29,Peter Anderson,Lake Meganville,PA,48.34,290.04
condition,2,2023-11-27,Alisha Mills,Port Carlosland,HI,18.55,37.1
report,1,2023-08-05,Jill Thomas,Hayesbury,IA,10.87,10.87
rise,3,2023-01-13,Kerry Meyers,Timothyhaven,PA,69.7,209.1
so,3,2023-12-12,Melissa Alexander,East Ericastad,AR,39.58,118.74
care,8,2023-05-15,Joseph Cook,New Tiffanybury,DE,95.96,767.68
only,5,2023-10-19,Robert Peterson,North Sethville,NY,89.06,445.3
pick,2,2023-11-01,Timothy Larson,New Jadestad,IN,43.54,87.08
product,6,2023-05-16,Erika Davis,West Jenniferton,SD,26.46,158.76
kind,7,2023-01-18,Robert Roberts,Rodriguezshire,MN,46.02,322.14
office,8,2023-03-08,Tim Gonzalez,New Andrewborough,GA,34.46,275.68
meet,7,2023-05-07,Jennifer Ibarra,North Adamton,MO,72.09,504.63
wait,8,2023-09-28,Russell Bowen,West Fredfort,SD,81.99,655.92
soon,3,2023-03-06,Kelly Williams,Petersborough,DE,20.18,60.54
group,1,2023-02-22,Valerie Mcfarland,Butlerbury,FL,98.34,98.34
chance,3,2023-04-19,Diana Hardy,North Sarahport,CO,19.33,57.99
already,10,2023-12-12,Tiffany Wall,Diazland,MS,53.44,534.4
read,10,2023-04-13,Victoria Cruz,Pollardfort,SC,71.06,710.6
nice,3,2023-05-28,Katherine Foster,South Derrickport,NH,65.02,195.06
ready,6,2023-08-18,Terry Singh,South Gregorychester,WA,65.02,390.12
man,3,2023-02-02,Andrew Curtis,Lake Lawrenceton,WY,53.48,160.44
wife,8,2023-09-07,Emily Fowler,Brownmouth,RI,20.16,161.28
draw,7,2023-03-26,Todd Coffey,Markfort,SC,49.66,347.62
its,2,2023-07-12,Erica Edwards,South Teresabury,SC,33.55,67.1
that,6,2023-06-30,Christopher Kelly,West Chelseatown,HI,11.11,66.66
analysis,9,2023-12-21,Todd Robertson,Stephensonbury,PR,79.08,711.72
catch,10,2023-08-28,Sean Morris,Lake Kathryn,RI,75.14,751.4
third,4,2023-12-22,Tonya Phillips,Archerside,KY,98.01,392.04
believe,6,2023-07-29,Victoria Marsh,South Cory,WI,56.72,340.32
might,10,2023-12-05,Rebecca Hayden,Gilbertton,TN,18.57,185.7
arrive,4,2022-12-28,Shawn Diaz,Port Richardport,MH,53.37,213.48
evidence,7,2023-07-30,Brian Newman,South Virginia,MP,23.38,163.66
cut,9,2023-05-22,Tracy Duncan,East Ronald,MA,90.29,812.61
stop,10,2023-03-26,Carmen Robinson,West Jeremy,AS,14.91,149.1
ask,3,2023-02-05,Sarah Lucas,Jenniferville,MA,55.5,166.5
must,8,2023-12-02,Elizabeth Riddle,Brandonton,WV,86.67,693.36
cup,3,2023-02-16,Mariah Duffy,Johnsonbury,FL,16.74,50.22
fall,8,2023-08-16,Samantha Gallegos,Tammieton,CT,38.86,310.88
matter,6,2023-07-08,Anthony Martinez,South Briannachester,MH,97.31,583.86
lot,1,2023-10-15,John Mathews,Port Donna,GA,55.62,55.62
local,9,2023-02-18,Ricky Perez,Mannburgh,CA,67.9,611.1
law,7,2023-08-13,Trevor Sanchez,Jenniferside,MT,83.54,584.78
result,2,2023-09-04,Sean Garcia,Katherineport,AK,51.32,102.64
sing,10,2023-06-07,Sergio Bailey,Port Kylemouth,MH,50.33,503.3
ok,8,2023-06-09,Timothy Walsh,East Cynthia,AK,50.24,401.92
sure,2,2023-12-07,Alexander Davidson,East Lindsey,UT,98.26,196.52
popular,1,2023-05-24,Spencer Martin,New Laurenton,IA,19.24,19.24
contain,7,2022-12-29,Jacob Liu,Blevinstown,MP,13.22,92.54
language,9,2023-10-09,Cathy Pacheco,North Karenchester,TX,10.02,90.18
imagine,2,2023-10-28,Judith Johnston,North Brian,AK,81.26,162.52
card,10,2023-06-06,Tyrone Schwartz,East Douglas,DC,67.38,673.8
affect,9,2023-07-19,Douglas Sanders,East Patrick,MN,60.61,545.49
real,8,2023-09-05,Richard Kelley,Lake Marcusmouth,MT,95.53,764.24
already,6,2023-01-04,Troy Ortiz,Port Richardmouth,UT,84.28,505.68
partner,4,2023-05-23,Mark Ramirez,Williamshaven,KS,85.99,343.96
despite,6,2023-04-21,Bradley Savage,South Timothystad,AK,60.41,362.46
name,10,2023-04-09,Stanley Wells,Lake Bryanborough,TN,64.0,640.0
direction,6,2023-02-20,Amanda Moran,Whitemouth,WV,74.43,446.58
newspaper,2,2023-09-16,Michael Johnston,North Scott,DE,18.77,37.54
organization,4,2023-02-16,Diana Spencer,North Christianton,MP,10.2,40.8
its,6,2023-06-02,James Cortez,Tannerton,TX,84.69,508.14
understand,5,2023-10-06,Patrick Powell,Williammouth,ID,59.29,296.45
morning,6,2023-10-27,Michael Hanson PhD,Herringview,AK,73.19,439.14
how,1,2022-12-27,Matthew Hernandez,New Antonioport,ME,90.72,90.72
live,8,2023-06-04,Kari Hampton,Port Noahbury,MH,22.64,181.12
factor,7,2023-03-11,Sean Stout,North Nicholas,SC,19.63,137.41
skin,10,2023-06-09,Jessica Fletcher,Mariahchester,WY,27.63,276.3
throw,2,2023-08-26,Lynn Burke,East Brittanyport,NH,93.72,187.44
situation,7,2023-09-10,Robert Richards,North Patriciafort,PR,29.4,205.8
morning,4,2023-03-08,Raymond Foley,Mcgrathmouth,OK,74.51,298.04
fly,2,2023-02-21,Francisco Dominguez,Sotoberg,CT,78.14,156.28
manager,1,2023-09-30,Shaun Thompson,Millermouth,PA,93.4,93.4
ahead,10,2023-08-24,Brian West,Lutzville,IN,21.09,210.9
look,8,2023-12-14,Angela Nguyen,Kelleybury,SC,51.16,409.28
conference,10,2023-05-31,Barbara Mcfarland,Port William,ID,96.06,960.6
quality,3,2023-04-09,Curtis Dixon,East Michael,KS,96.75,290.25
pass,1,2023-07-13,Heather King,Jimenezburgh,MO,57.73,57.73
house,1,2023-10-29,Karen Ferguson,Port James,OK,59.79,59.79
then,7,2023-02-10,Brian Thompson,West Hannahton,IA,85.49,598.43
ground,8,2023-11-05,Ruth Little,Port Rhondamouth,UT,93.19,745.52
traditional,3,2023-08-27,Samantha Johnson,Wayneton,SC,72.26,216.78
conference,3,2023-07-07,David Lowe,New Joseburgh,GU,75.74,227.22
always,3,2023-09-28,Charles Hart,Holthaven,AS,19.32,57.96
front,10,2023-02-07,Andrew Saunders,East David,ME,64.55,645.5
why,6,2023-03-10,Kathleen Moss,Parkerside,GU,55.37,332.22
tax,7,2023-07-05,Kevin Collins,Lorihaven,MN,47.68,333.76
policy,10,2023-04-28,Angela Carroll,Loriland,MS,92.43,924.3
adult,4,2023-03-06,Isabel Kelly,Port Cherylfort,IL,34.62,138.48
station,6,2023-08-13,Joseph Lee,South Maria,LA,97.34,584.04
how,8,2023-01-12,Christopher Yoder,East Williamborough,OK,82.43,659.44
view,3,2023-05-27,Douglas Weeks,West Heatherchester,PA,47.15,141.45
standard,9,2023-02-06,Kimberly Henry,Lake Katieport,NE,36.9,332.1
science,9,2023-03-10,Jason Smith,North Leeberg,OH,87.46,787.14
spring,9,2023-03-14,Jessica Mccarthy,Lake Kevinfort,CT,66.93,602.37
the,4,2023-05-17,Rachel Murphy,Johnmouth,PW,28.87,115.48
remember,5,2023-03-14,John Myers,North Lindahaven,MH,71.8,359.0
project,3,2023-12-15,Jeanette Miller,Deanfort,HI,98.32,294.96
already,3,2023-02-15,Summer Graves,Deniseview,GA,55.35,166.05
skill,6,2023-08-19,Stephen Ford,Sergiochester,VT,73.93,443.58
feeling,6,2023-11-07,Brandon Powers,Reynoldsmouth,NY,60.61,363.66
entire,10,2023-02-27,David Freeman,East Jessicamouth,UT,61.36,613.6
open,7,2023-01-09,Thomas Smith,Leefort,IN,70.68,494.76
thus,9,2023-03-15,Taylor Stewart,Port Abigailmouth,PW,35.73,321.57
sign,7,2023-10-08,Vanessa Anderson,North Michaelfurt,GU,82.75,579.25
each,9,2023-08-05,Natalie Young,Evansport,KY,19.58,176.22
bring,7,2023-07-28,Shannon Mcgee,Rodrigueztown,OH,23.08,161.56
rule,1,2023-05-02,Jorge Dunn,North Heathermouth,SD,27.99,27.99
director,3,2023-10-17,Suzanne Bradford,South Sandrafort,MS,98.52,295.56
physical,5,2023-12-16,Brandi Cooper,Stevenborough,IL,23.18,115.9
shake,1,2023-09-10,Jeffrey Cunningham,New Gabriellaport,ID,72.15,72.15
though,5,2023-01-24,Veronica Price,Julieshire,KS,28.36,141.8
event,9,2023-12-10,Tracey Gordon,Lake Brett,KY,12.91,116.19
impact,8,2023-03-03,Megan Clark,Phillipsbury,NH,19.22,153.76
health,9,2023-03-09,Derek Phillips,Brownbury,NV,87.84,790.56
value,9,2023-09-30,Elizabeth Johnson,Robertsonton,FM,45.0,405.0
sea,9,2023-01-01,Erik Romero,Meganhaven,NY,80.59,725.31
if,5,2023-04-11,Maria Bailey,North Kelsey,LA,72.36,361.8
Congress,1,2023-07-09,Steven Stewart,Butlerville,FL,93.38,93.38
reflect,7,2023-06-01,Terry Parks MD,Jamestown,MP,47.49,332.43
kind,6,2023-01-12,David Gonzalez,Heathermouth,MN,96.92,581.52
million,1,2023-12-11,Mackenzie Levine,South Tammieview,GU,11.17,11.17
almost,5,2023-12-07,Ethan Watkins,Rodriguezchester,NH,28.28,141.4
that,8,2023-02-02,Kristen Rocha,Jasonville,OR,84.7,677.6
night,6,2023-10-30,Scott Butler,South Jodiview,FM,77.96,467.76
indicate,9,2023-10-09,Christy Bell,Shaunton,SC,76.46,688.14
cost,4,2023-02-06,Timothy Pacheco,Deborahchester,NV,79.85,319.4
operation,4,2023-05-16,Mr. Curtis Andersen,Lake Kathrynview,MH,36.48,145.92
one,3,2023-08-12,Kathleen Gonzalez,Brownview,MT,98.51,295.53
all,2,2023-05-01,Benjamin Carroll,New Raymond,ND,26.83,53.66
modern,3,2023-04-16,Kara Watson,Evansburgh,AK,76.16,228.48
result,2,2023-11-02,Matthew Rice,Myersmouth,MD,43.95,87.9
law,7,2023-04-02,Gina Webb,Timothyhaven,DC,35.12,245.84
Mr,5,2023-01-01,Sandra Lara,Lukeburgh,VI,21.71,108.55
note,10,2023-02-03,Kristine Gordon,North Melanieborough,IA,86.14,861.4
important,1,2023-09-21,Christopher Holmes,Alexandermouth,VA,39.75,39.75
owner,3,2023-01-10,Michael Trevino,Andersonfurt,RI,13.59,40.77
go,6,2023-09-25,Cindy Small,New Meganport,WY,63.72,382.32
others,10,2023-08-23,Jeffery Burns,Matthewport,PW,85.88,858.8
available,5,2023-05-22,Philip Watts,West Shelbyport,PA,54.15,270.75
serious,10,2023-02-11,Justin Jones,Daychester,MI,59.51,595.1
carry,2,2023-08-02,Kyle Ward,South Nancy,PW,80.56,161.12
while,6,2023-09-16,Andrew Ortega,North Kimberlyborough,SD,57.29,343.74
less,3,2023-11-10,Anthony Stone,North Micheletown,AS,56.85,170.55
draw,9,2023-08-02,Kristen Carlson,Copelandberg,MN,24.34,219.06
image,9,2023-01-26,Jacob Bryant,Georgechester,NY,58.33,524.97
rule,2,2023-11-03,Patrick Jenkins,East Jacobmouth,KS,41.45,82.9
second,4,2023-11-25,Lindsey Garcia,New Stephen,DC,69.7,278.8
three,6,2023-04-12,Mary Allen,Lake Maxwell,IL,42.47,254.82
full,4,2023-01-24,Donald Levine,Maxwellside,TX,95.53,382.12
goal,10,2023-09-01,David Garcia,East Veronicahaven,FL,57.74,577.4
energy,9,2023-06-26,Gary Larson,New Erinfurt,MH,84.13,757.17
task,1,2023-09-26,James Williams,Hurleyfort,CT,20.32,20.32
suddenly,6,2023-09-02,Tom Hall,Lake Jeremychester,CO,50.11,300.66
doctor,10,2023-01-15,Michael Fox,Medinaview,FL,92.67,926.7
deep,4,2023-04-20,Kayla Rollins,West Emilyshire,MP,96.3,385.2
spend,6,2023-08-23,Dwayne Mclean,Jameschester,PR,44.32,265.92
surface,2,2023-06-24,Roberta Cruz,Jessicamouth,CO,44.73,89.46
south,9,2023-12-13,Brittany Riddle,North Kaylaton,FL,75.16,676.44
quite,1,2023-04-26,Jacob Reynolds MD,Jimenezhaven,UT,92.02,92.02
opportunity,6,2023-09-12,Nicholas King,West Jean,AL,56.29,337.74
range,9,2023-08-08,Daniel Jackson,South Laura,RI,50.1,450.9
cup,1,2023-07-11,Linda Mckay,Port Kimberlyland,WI,36.68,36.68
over,4,2023-12-06,Ashley Jensen,Port Bryan,MN,38.83,155.32
bed,2,2023-03-09,Haley Kerr,Janeberg,HI,95.34,190.68
face,3,2023-01-26,Joshua Colon,Kleinstad,KS,97.45,292.35
over,9,2023-02-11,Andrew Montoya,Bryanbury,TN,57.99,521.91
country,2,2023-04-04,Joseph Gallagher,Wheelerfort,KY,28.97,57.94
sell,4,2023-12-12,Robert Kline,Richardsonhaven,HI,87.85,351.4
Republican,7,2023-11-08,Brittany Jones,East Kelly,OH,85.21,596.47
dark,4,2023-12-23,John Lane,New Kaylafort,DE,58.4,233.6
various,7,2023-04-09,Sandra Brown,North Stephenmouth,NE,68.19,477.33
door,2,2023-11-24,Walter Buckley,West Carolynberg,TX,77.22,154.44
economic,3,2023-03-29,Mr. Aaron Woods,Taraberg,NY,12.14,36.42
investment,6,2023-07-07,Amanda Mills,Davidmouth,AS,13.41,80.46
every,2,2023-04-30,Wyatt Butler,Pattersonshire,AR,14.88,29.76
represent,5,2023-11-30,Brenda Miller,Anthonybury,NM,60.23,301.15
onto,10,2023-02-22,Michael Moore,Jefferybury,NE,83.95,839.5
say,5,2023-09-11,Melissa Odonnell,Emmaside,ND,46.69,233.45
detail,8,2023-07-25,Michael Walsh,Rodriguezhaven,MP,66.72,533.76
human,7,2023-06-07,Richard Reynolds,Martinezbury,ME,38.48,269.36
for,7,2023-10-09,Andrew Wilson,Dustinville,PW,70.6,494.2
service,9,2023-07-03,Jacob Dorsey,Turnerland,MT,10.53,94.77
now,10,2023-10-01,Jesse Meadows MD,South Erin,ND,15.69,156.9
hard,10,2023-11-08,Timothy Johnson,Meganbury,IL,14.1,141.0
particular,2,2023-12-09,John Brown,Martinberg,CO,42.19,84.38
room,9,2023-04-29,Andrew Hughes,Jesusberg,TN,19.55,175.95
skin,5,2023-05-10,Mr. Raymond Ryan III,Smithtown,MI,64.59,322.95
according,5,2023-04-17,Taylor Brown,Lake Anthony,UT,78.87,394.35
pull,8,2023-03-03,Brian Allison,South Paula,AK,44.33,354.64
specific,1,2023-01-08,Dr. Danielle Anderson,North Charlesstad,OR,52.66,52.66
claim,9,2023-05-08,Judy Dillon,Davisside,MH,29.79,268.11
particular,7,2023-02-11,Daniel Mccarty,Melissaburgh,SD,81.71,571.97
ahead,9,2023-04-03,Sonya Mullins,West Stacey,MH,36.55,328.95
force,3,2023-09-25,Brittany Garcia,East Glennview,ND,36.83,110.49
think,6,2023-01-05,Sheila Gutierrez,North Kimberly,OH,96.17,577.02
statement,1,2023-01-02,Manuel Lewis,Garzafurt,CT,59.82,59.82
some,9,2023-01-12,Sandra Wright,Jamestown,TX,22.72,204.48
education,1,2023-04-29,Morgan Davidson,Kellyside,ID,10.45,10.45
analysis,10,2023-01-12,Rhonda Reyes,Lake Kayla,VA,45.47,454.7
two,9,2023-10-15,Michael Thomas,Ericland,ID,95.23,857.07
rise,5,2023-03-26,Christopher Ferguson,New Andrea,NM,28.9,144.5
if,6,2023-07-13,David Wright,Valerietown,ME,29.06,174.36
left,9,2023-03-07,Nicholas Spencer,West Jon,UT,22.82,205.38
present,3,2023-11-26,Kimberly Johnston,Trevorland,VI,29.87,89.61
camera,5,2023-04-09,Michelle Vaughan,Port Jennashire,IA,27.49,137.45
guy,3,2023-09-28,Kevin Donovan,Darrenside,NY,70.39,211.17
now,10,2023-01-10,Spencer Ellis,New Jennifer,NH,86.7,867.0
nearly,9,2023-11-07,Lisa Howe,Christopherton,SC,51.51,463.59
hand,9,2023-07-21,Tina Mays,West Jessica,AK,16.58,149.22
on,2,2023-02-04,Samantha Simmons,Port Phyllis,SC,32.56,65.12
make,4,2023-12-04,Lisa Montoya,Ricardomouth,AZ,75.3,301.2
determine,8,2023-10-07,Mary Garcia,Jackieland,SD,95.64,765.12
my,6,2023-10-13,Seth Taylor,North Sara,MP,21.54,129.24
attention,4,2023-06-01,James Bradley,Ochoaside,SD,19.0,76.0
total,10,2023-11-18,Jean Douglas,Johnsonside,VT,16.28,162.8
at,4,2023-06-19,Andrew Jacobs,East Travis,IN,38.6,154.4
hope,8,2023-04-08,Justin Mayo,South Michelleberg,WA,39.55,316.4
thing,5,2023-08-13,Caitlin Holt,Lake Kirstenland,RI,72.41,362.05
million,3,2023-06-16,Daniel Hicks,West Lisa,MN,60.9,182.7
newspaper,6,2023-02-20,Traci Dixon,Wellsmouth,OK,82.69,496.14
represent,7,2023-05-01,Justin Hall,Port Carolyn,MP,25.18,176.26
professional,6,2023-12-22,Rachel Boyd,North Laurenberg,NV,32.16,192.96
last,4,2023-06-24,Sarah Costa,New Dawn,AZ,74.1,296.4
receive,7,2023-02-28,David Beard,South Cynthia,CA,34.9,244.3
away,6,2023-07-07,Shelly Bailey,Lake Kevin,OK,22.09,132.54
level,6,2023-01-05,Alexander Freeman,South Anthony,MI,89.01,534.06
point,8,2023-08-25,Jamie Joyce,Myersport,DC,50.08,400.64
region,5,2023-05-01,Carol Patel,Mayoborough,LA,53.83,269.15
who,2,2023-07-10,Erica Wilson,Kimberlybury,FL,25.82,51.64
agent,10,2023-07-10,Jeffrey Yang,Audreyport,FM,17.38,173.8
term,5,2023-06-04,Pamela Martinez DVM,Michaelbury,NC,87.28,436.4
kid,3,2023-03-13,Joseph Ellison,Port Codychester,MO,90.22,270.66
floor,4,2023-12-15,Ryan Young,Annabury,VT,33.69,134.76
including,2,2023-11-20,Samuel Vasquez,Annastad,SD,75.47,150.94
film,1,2023-05-27,Jorge Wright,New Louisborough,ME,86.46,86.46
fact,1,2023-01-07,Kenneth Hernandez,North Christinestad,CT,83.14,83.14
five,10,2023-03-25,Ryan Mitchell,New William,WA,46.46,464.6
no,10,2023-03-22,Bethany Hodge,Hayshaven,TN,29.15,291.5
short,1,2023-11-20,Kenneth Stevens,Port Rodney,NC,59.64,59.64
couple,9,2023-12-22,Lauren Mendez,North David,ID,90.46,814.14
later,9,2023-06-05,Aaron Vazquez,Kristaton,PR,52.49,472.41
economic,3,2023-09-04,Dennis Dyer,Nicoleport,NJ,42.92,128.76
ever,4,2023-11-14,Taylor Duncan,Warnerburgh,KS,90.23,360.92
field,10,2023-08-28,Brian Nichols,Carrieborough,AL,75.99,759.9
present,5,2023-08-23,Matthew White,Bruceside,WY,22.05,110.25
after,9,2023-09-21,Casey Santiago,Parkerfurt,VT,55.94,503.46
do,7,2023-02-07,Ryan Santos,South Michael,DE,42.75,299.25
